customerID,tenure,MonthlyCharges,Churn_Probability,Cluster
2495-KZNFB,33,90.65,0.13,3
1409-PHXTF,54,110.45,0.22,1
4560-WQAQW,59,68.7,0.03,1
9591-YVTEB,55,44.85,0.15,2
9309-BZGNT,69,29.8,0.04,2
4274-DRSQT,66,88.9,0.06,1
2027-DNKIV,37,58.75,0.05,2
8075-GXIUB,9,19.85,0.01,0
2885-HIJDH,69,86.9,0.0,1
5424-RLQLC,10,59.65,0.19,3
6682-QJDGB,40,55.25,0.67,2
6507-DTJZV,13,66.4,0.12,3
8780-IXSTS,6,90.1,0.84,3
7673-BQGKU,69,20.15,0.0,2
6723-WSNTY,66,108.1,0.0,1
9530-EHPOH,11,53.75,0.22,0
2725-IWWBA,46,56.9,0.01,2
0345-HKJVM,6,89.3,0.89,3
1061-PNTHC,56,109.6,0.11,1
0394-YONDK,70,25.15,0.0,2
6574-MCOEH,33,79.15,0.05,3
7399-QHBJS,72,66.75,0.02,1
3049-SOLAY,3,95.2,0.91,3
0997-YTLNY,19,48.8,0.03,0
3317-HRTNN,5,45.7,0.79,0
9479-HYNYL,71,80.7,0.0,1
3235-ETOOB,8,74.5,0.8,3
9708-KFDBY,1,20.55,0.105,0
8058-INTPH,1,79.65,0.99,3
3642-GKTCT,61,115.1,0.03,1
0774-RMNUW,71,59.7,0.01,1
1334-PDUKM,68,86.45,0.0,1
0756-MPZRL,46,33.7,0.06,2
2242-MFOTG,33,80.1,0.04,3
2927-CVULT,53,104.05,0.29,1
2144-BFDSO,50,108.75,0.1,1
8745-PVESG,57,41.1,0.01,2
7647-GYYKX,54,20.35,0.0,2
5647-FXOTP,60,105.9,0.11,1
5569-OUICF,28,101.3,0.86,3
8821-XNHVZ,1,80.05,0.7,3
2082-OJVTK,29,89.2,0.87,3
9700-ISPUP,10,65.5,0.07,3
9839-ETQOE,43,40.45,0.05,2
6078-VESFR,13,70.45,0.25,3
9027-TMATR,43,78.8,0.02,1
5940-NFXKV,19,83.65,0.88,3
1941-HOSAM,1,90.1,0.3,3
9110-HSGTV,69,82.45,0.0,1
0704-VCUMB,61,20.25,0.0,2
6171-ZTVYB,43,66.25,0.0,2
8053-WWDRO,6,19.5,0.76,0
9564-KCLHR,1,51.25,0.26,0
1935-IMVBB,56,89.7,0.46,1
2535-PBCGC,70,64.55,0.0,1
2082-CEFLT,1,45.6,0.96,0
1470-PSXNM,49,93.65,0.09,1
1213-NGCUN,6,49.65,0.85,0
2498-XLDZR,32,73.6,0.0,3
9866-OCCKE,72,109.75,0.03,1
5338-YHWYT,37,61.45,0.03,2
7718-UPSKJ,69,106.4,0.13,1
8731-WBBMB,26,81.9,0.09,3
1448-CYWKC,58,105.2,0.13,1
7901-IIDQV,24,54.6,0.02,3
2690-DVRVK,5,20.55,0.0,0
5688-KZTSN,15,20.0,0.65,0
1270-XKUCC,30,19.7,0.0,0
0334-ZFJSR,55,66.05,0.0,2
2894-QOJRX,25,34.0,0.67,0
5747-PMBSQ,10,92.5,0.87,3
5583-EJXRD,44,54.05,0.0,2
4565-EVZMJ,47,58.9,0.02,2
3143-JQEGI,13,88.35,0.51,3
6386-SZZKH,49,107.95,0.67,1
3327-YBAKM,64,96.9,0.06,1
9441-QHEVC,1,19.1,0.15,0
6705-LNMDD,20,50.0,0.11,0
2580-ASVVY,37,45.4,0.07,2
3370-GQEAL,30,85.45,0.23,3
5032-USPKF,38,84.1,0.01,3
2982-IHMFT,1,74.45,0.72,3
3521-SYVOR,37,64.75,0.68,3
4254-QPEDE,52,66.25,0.01,2
6283-GITPX,71,76.9,0.0,1
9526-JAWYF,26,89.8,0.72,3
0771-CHWSK,66,74.6,0.03,1
9788-HNGUT,72,116.95,0.02,1
9495-REDIY,25,40.65,0.06,0
5375-XLDOF,69,114.35,0.11,1
1172-VIYBP,53,69.7,0.01,1
5649-VUKMC,12,95.5,0.71,3
6559-PDZLR,26,98.65,0.21,3
8992-OBVDG,21,61.65,0.13,3
4273-MBHYA,1,89.35,0.38,3
4724-WXVWF,48,95.4,0.1,1
5701-GUXDC,26,35.4,0.05,0
1460-UZPRJ,60,19.95,0.0,2
6082-GLJIX,18,19.25,0.04,0
5143-EGQFK,10,29.65,0.82,0
4919-IKATY,5,84.5,0.74,3
2495-TTHBQ,4,20.4,0.04,0
0485-ZBSLN,65,24.75,0.0,2
3810-PJUHR,70,25.35,0.0,2
9050-QLROH,18,90.7,0.76,3
0847-HGRML,62,20.0,0.03,2
8232-CTLKO,66,59.75,0.01,1
9227-YBAXE,65,82.5,0.01,1
6168-WFVVF,3,70.3,0.72,3
9860-LISIZ,34,20.35,0.01,0
0112-QAWRZ,16,90.8,0.22,3
0877-SDMBN,54,103.95,0.74,1
2786-GCDPI,50,104.95,0.2,1
4043-MKDTV,71,105.25,0.02,1
8065-YKXKD,10,74.75,0.9,3
9637-EIHEQ,1,50.8,0.37,0
9229-RQABD,18,23.75,0.02,0
8313-KTIHG,4,61.3,0.08,3
5320-BRKGK,58,75.8,0.02,1
6284-KMNUF,56,98.0,0.16,1
9689-PTNPG,2,80.25,0.31,3
9465-RWMXL,32,78.9,0.86,3
6229-UOLQL,56,52.0,0.03,2
2362-IBOOY,36,84.75,0.93,3
3137-LUPIX,4,64.4,0.24,3
0843-WTBXE,53,85.45,0.82,1
6143-JQKEA,10,45.8,0.15,0
8676-OOQEJ,4,30.5,0.06,0
5515-IDEJJ,1,19.9,0.67,0
9701-CDXHR,51,69.15,0.07,1
7450-NWRTR,12,99.45,0.98,3
8124-NZVGJ,6,49.25,0.08,0
2162-FRZAA,63,39.35,0.02,2
5376-DEQCP,1,70.6,0.98,3
5118-MUEYH,48,105.1,0.12,1
9095-HFAFX,5,81.0,0.91,3
5627-TVBPP,35,20.1,0.0,2
2379-ENZGV,6,84.85,0.92,3
3936-QQFLL,2,19.75,0.13,0
2589-AYCRP,50,19.75,0.01,2
4067-HLYQI,33,70.4,0.22,3
5124-EOGYE,31,20.45,0.0,0
5057-RKGLH,9,20.35,0.0,0
0292-WEGCH,54,86.2,0.07,1
8910-ICHIU,46,95.65,0.05,1
4097-YODCF,34,103.8,0.07,1
9715-WZCLW,71,97.2,0.06,1
9786-YWNHU,63,63.55,0.01,1
6407-GSJNL,51,24.95,0.0,2
6005-OBZPH,26,89.15,0.93,3
4049-ZPALD,64,99.0,0.05,1
7932-WPTDS,1,24.8,0.83,0
3733-UOCWF,61,85.55,0.01,1
6833-JMZYP,15,94.0,0.52,3
2722-VOJQL,64,105.65,0.72,1
1310-QRITU,18,50.3,0.24,0
8961-QDZZJ,57,95.0,0.15,1
9715-SBVSU,14,61.4,0.01,3
8490-BXHEO,18,80.55,0.54,3
7173-TETGO,72,78.5,0.09,1
7929-SKFGK,70,114.3,0.01,1
2300-RQGOI,38,20.05,0.0,2
3563-SVYLG,68,62.65,0.01,1
5228-EXCET,13,80.85,0.82,3
6435-VWCCY,65,92.7,0.01,1
4998-IKFSE,30,100.45,0.18,3
8630-QSGXK,51,75.2,0.01,1
2455-USLMV,31,84.75,0.02,3
7394-FKDNK,9,89.45,0.83,3
9488-FVZCC,72,79.5,0.0,1
6331-LWDTQ,10,72.15,0.63,3
5995-WWKKG,37,19.8,0.05,2
1597-FZREH,2,76.4,0.8,3
7879-CGSFV,55,100.9,0.04,1
9921-EZKBY,33,95.3,0.05,3
7432-FFVAR,46,90.95,0.07,1
7246-ZGQDF,1,54.5,0.525,0
7000-WCEVQ,20,61.6,0.72,3
0727-IWKVK,9,79.9,0.86,3
5959-BELXA,32,96.15,0.56,3
4456-RHSNB,19,49.6,0.04,0
3512-IZIKN,70,65.3,0.65,1
2481-SBOYW,61,25.0,0.0,2
7109-MFBYV,26,45.45,0.16,0
1833-TCXKK,45,107.75,0.26,1
1832-PEUTS,62,89.1,0.01,1
6141-OOXUQ,1,19.65,0.49016666666666664,0
8660-BUETV,3,44.75,0.1,0
0580-PIQHM,41,101.6,0.05,1
5696-CEIQJ,67,103.15,0.12,1
7503-ZGUZJ,1,84.65,0.92,3
1696-HXOWK,71,95.65,0.02,1
3026-ATZYV,37,75.1,0.09,3
4012-YCFAI,60,61.35,0.0,2
2506-TNFCO,1,69.55,0.88,3
9970-QBCDA,6,19.7,0.16,0
8718-PTMEZ,13,31.05,0.73,0
9496-IVVRP,11,51.0,0.01,0
2207-OBZNX,7,51.0,0.66,0
2657-VPXTA,10,88.85,0.17,3
6551-VLJMV,34,20.05,0.0,0
1221-GHZEP,62,65.1,0.03,1
9289-LBQVU,64,70.15,0.06,1
6142-VSJQO,1,44.35,0.91,0
3458-IDMFK,25,20.75,0.0,0
6933-FHBZC,26,56.05,0.07,3
0221-NAUXK,10,19.95,0.02,0
9770-KXGQU,53,98.6,0.01,1
6437-UKHMV,7,79.7,0.73,3
6538-POCHL,33,79.0,0.12,3
6726-NNFWD,71,89.45,0.06,1
3002-WQZWT,29,74.2,0.12,3
4277-UDIEF,24,81.0,0.05,3
1208-NBVFH,20,49.6,0.32,0
4912-PIGUY,1,84.6,0.4,3
1114-CENIM,54,55.0,0.08,2
6060-DRTNL,5,84.85,0.87,3
2725-TTRIQ,72,84.2,0.0,1
3374-TTZTK,52,106.3,0.05,1
8990-ZXLSU,9,69.05,0.61,3
2275-RBYQS,1,45.4,0.31,0
8473-VUVJN,1,73.65,0.84,3
6289-CPNLD,33,73.9,0.61,3
5536-SLHPM,55,77.75,0.78,1
4419-UJMUS,69,99.35,0.04,1
7794-JASDG,1,50.75,0.15,0
7609-YBPXG,54,87.1,0.01,1
5519-TEEUH,33,20.15,0.0,0
7856-GANIL,45,98.7,0.03,1
0804-XBFBV,11,25.2,0.41,0
2676-OXPPQ,6,55.7,0.02,0
3703-TTEPD,21,65.35,0.11,3
2799-TSLAG,65,25.3,0.0,2
0196-VULGZ,6,84.35,0.95,3
8837-VVWLQ,8,84.95,0.57,3
2696-NARTR,11,73.85,0.68,3
2208-NKVVH,43,24.25,0.0,2
7614-QVWQL,49,51.8,0.73,2
1976-CFOCS,1,46.0,0.86,0
4631-OACRM,15,79.4,0.64,3
7139-JZFVG,60,60.5,0.02,2
4987-GQWPO,17,25.1,0.06,0
3755-JBMNH,16,71.8,0.76,3
1757-TCATG,35,20.05,0.0,2
6345-ULYRW,44,88.4,0.71,1
4776-XSKYQ,12,30.25,0.1,0
8048-DSDFQ,1,20.2,0.31783333333333313,0
5753-QQWPW,28,59.9,0.02,3
6010-DDPPW,70,25.15,0.0,2
1809-DMJHQ,5,46.0,0.76,0
6693-FRIRW,18,101.3,0.17,3
6586-MYGKD,70,76.95,0.02,1
3173-NVMPX,9,55.3,0.02,0
0248-PGHBZ,67,92.45,0.05,1
0623-GDISB,1,48.45,0.59,0
2892-GESUL,18,19.35,0.01,0
6923-EFPNL,4,51.75,0.78,0
7472-EQOAV,71,86.7,0.02,1
9574-RKJIF,30,94.4,0.44,3
2043-WVTQJ,1,55.7,0.14,0
8034-RYTVV,55,84.25,0.02,1
3863-QSTYI,59,64.65,0.08,1
2619-WFQWU,1,70.15,0.995,3
5044-LRQAQ,7,69.2,0.27,3
1716-LSAMB,45,54.65,0.07,2
1333-PBMXB,54,24.75,0.02,2
6546-OPBBH,51,23.95,0.0,2
5985-BEHZK,72,105.0,0.04,1
9127-QRZMH,44,59.85,0.01,2
5919-VCZYM,2,20.05,0.02,0
9644-KVCNC,66,92.15,0.13,1
2137-DQMEV,68,44.8,0.01,2
8174-LNWMW,31,20.9,0.0,0
9279-CJEOJ,21,95.4,0.22,3
7964-VEXDG,21,80.35,0.14,3
2404-JIBFC,55,85.1,0.0,1
0778-NELLA,9,34.7,0.8,0
8029-XYPWT,71,115.05,0.02,1
4614-NUVZD,1,81.1,0.96,3
4632-PAOYU,22,19.95,0.0,0
3803-KMQFW,1,20.55,0.715,0
6804-GDMOI,61,106.6,0.63,1
2990-OGYTD,67,86.15,0.0,1
6646-JPPHA,14,78.85,0.08,3
9572-MTILT,59,106.75,0.69,1
7658-UYUQS,21,86.55,0.12,3
7880-XSOJX,4,42.4,0.36,0
9611-CTWIH,3,89.45,0.89,3
4589-IUAJB,70,24.25,0.0,2
0329-GTIAJ,3,97.9,0.68,3
8746-BFOAJ,21,20.5,0.0,0
8457-XIGKN,20,19.6,0.0,0
6072-NUQCB,22,20.25,0.0,0
6629-CZTTH,1,55.7,0.45,0
8838-GPHZP,63,20.6,0.0,2
8750-QWZAJ,70,19.8,0.0,2
5364-EVNIB,13,79.8,0.96,3
6918-UMQCG,5,80.2,0.24,3
0675-NCDYU,72,116.4,0.0,1
6339-DKLMK,13,31.65,0.3,0
1346-PJWTK,61,94.15,0.03,1
5088-QZLRL,1,20.65,0.21333333333333332,0
8023-QHAIO,56,76.85,0.14,1
4397-FRLTA,4,20.15,0.01,0
3057-VJJQE,35,55.25,0.02,2
5087-SUURX,18,39.05,0.79,0
2302-OUZXB,72,82.15,0.0,1
8133-ANHHJ,49,103.0,0.05,1
2270-CHBFN,44,95.1,0.1,1
0013-EXCHZ,3,83.9,0.92,3
5982-FPVQN,37,95.15,0.6,1
9107-UKCKY,61,79.8,0.09,1
4654-ULTTN,70,74.8,0.0,1
5550-VFRLC,1,69.85,1.0,3
5546-BYZSM,41,20.45,0.02,2
1492-KGETH,70,78.35,0.17,1
4929-BSTRX,1,53.55,0.9,0
4163-HFTUK,51,19.1,0.07,2
8215-NGSPE,42,20.0,0.0,2
2225-ZRGSG,70,93.9,0.71,1
8859-YSTWS,48,19.95,0.01,2
5271-YNWVR,68,113.15,0.57,1
7601-DHFWZ,48,24.0,0.0,2
2657-ALMWY,26,84.95,0.76,3
6330-JKLPC,11,80.5,0.87,3
4667-OHGKG,1,19.3,0.87,0
1998-VHJHK,27,19.15,0.0,0
1707-HABPF,46,91.3,0.03,1
1660-HSOOQ,1,49.65,0.51,0
7253-UVNDW,46,54.35,0.67,2
0487-VVUVK,25,19.15,0.05,0
7228-OMTPN,4,88.45,0.7,3
5063-IUOKK,13,19.75,0.0,0
4508-OEBEY,31,75.5,0.01,3
0027-KWYKW,23,83.75,0.14,3
2308-STERM,2,19.4,0.12,0
5982-XMDEX,65,26.5,0.0,2
6284-AHOOQ,22,90.5,0.79,3
6051-PTVNS,55,19.15,0.0,2
2344-JMOGN,9,94.85,0.72,3
3799-ISUZQ,7,69.95,0.84,3
2877-VDUER,35,40.9,0.0,2
9152-AMKAK,6,80.25,0.1,3
1794-HBQTJ,1,48.6,0.78,0
9432-VOFYX,17,70.8,0.31,3
8049-WJCLQ,10,60.2,0.06,3
6586-PSJOX,15,55.2,0.04,0
2460-FPSYH,40,55.8,0.71,2
9705-ZJBCG,13,54.15,0.02,0
4818-DRBQT,29,80.15,0.77,3
1320-HTRDR,3,75.5,0.78,3
6847-KJLTS,58,100.4,0.52,1
9670-BPNXF,45,62.55,0.03,2
3913-FCUUW,72,70.45,0.0,1
3301-VKTGC,68,85.5,0.0,1
1493-AMTIE,1,20.2,0.38,0
9555-SAHUZ,38,54.5,0.01,2
0816-TSPHQ,2,20.75,0.02,0
9932-WBWIK,11,20.35,0.04,0
4619-EVPHY,20,91.0,0.11,3
5286-YHCVC,72,104.8,0.02,1
6424-ELEYH,3,74.75,0.97,3
4391-RESHN,23,104.05,0.76,3
9115-YQHGA,40,51.1,0.12,2
4462-CYWMH,62,89.8,0.16,1
8963-MQVYN,22,20.55,0.07,0
2458-EOMRE,11,64.05,0.07,3
9334-GWGOW,7,74.85,0.17,3
6821-BUXUX,13,96.65,0.9,3
5028-HTLJB,1,20.05,0.66,0
9801-GDWGV,39,103.45,0.76,1
6542-LWGXJ,3,25.0,0.2,0
5567-GZKQY,58,20.3,0.0,2
1222-LRYKO,6,26.35,0.03,0
2320-JRSDE,1,19.9,0.91,0
2087-QAREY,22,54.7,0.03,3
0601-WZHJF,14,46.35,0.8,0
4423-JWZJN,64,90.25,0.05,1
5143-WMWOG,1,19.95,0.73,0
6490-FGZAT,6,20.65,0.05,0
5393-RXQSZ,1,79.6,0.99,3
7452-FOLON,39,25.45,0.02,2
2320-TZRRH,20,19.5,0.0,0
0231-LXVAP,1,75.9,0.45,3
9444-JTXHZ,1,76.2,0.87,3
4942-VZZOM,64,66.15,0.0,1
5510-BOIUJ,1,19.25,0.74,0
7502-BNYGS,46,69.1,0.12,2
4291-HYEBC,28,39.1,0.11,0
6147-CBCRA,33,20.05,0.12,0
6047-SUHPR,39,59.8,0.04,2
4471-KXAUH,42,84.3,0.48,1
9752-ZNQUT,1,48.6,0.44,0
7638-QVMVY,7,79.0,0.84,3
1576-PFZIW,70,105.35,0.02,1
5666-MBJPT,65,25.1,0.0,2
7312-XSBAT,1,49.75,0.21,0
3096-GKWEB,18,94.75,0.24,3
2371-JQHZZ,24,93.0,0.25,3
0674-GCDXG,63,71.9,0.0,1
1121-QSIVB,44,77.55,0.04,1
4396-KLSEH,4,19.85,0.04,0
3244-DCJWY,1,70.25,0.5178333333333334,3
2824-MYYBN,37,95.25,0.23,1
0875-CABNR,10,84.6,0.81,3
6345-HOVES,34,25.05,0.04,2
8318-LCNBW,35,53.15,0.04,2
6469-QJKZW,4,20.15,0.11,0
0147-ESWWR,39,101.25,0.16,1
1217-VASWC,43,100.55,0.1,1
7812-FZHPE,17,24.1,0.74,0
6370-ZVHDV,61,25.3,0.0,2
5915-DGNVC,49,71.8,0.03,1
6260-XLACS,4,19.7,0.03,0
3566-CAAYU,64,49.85,0.07,2
4983-CCWMC,3,69.6,0.23,3
9103-CXVOK,1,19.75,0.19,0
2896-TBNBE,40,80.8,0.09,3
4797-AXPXK,1,60.0,0.82,0
5229-PRWKT,8,86.55,0.97,3
6982-UQZLY,1,20.85,0.7366666666666666,0
2522-WLNSF,34,64.2,0.08,3
3841-CONLJ,1,35.0,0.32,0
5057-LCOUI,39,50.75,0.68,2
0193-ESZXP,58,105.5,0.63,1
4475-NVTLU,45,19.2,0.01,2
4369-HTUIF,6,85.15,0.83,3
9386-LDCZR,43,90.65,0.02,1
9585-KKMFD,41,20.0,0.0,2
5399-ZIMKF,5,74.65,0.66,3
0336-KXKFK,72,61.2,0.0,1
5619-XZZKR,4,19.95,0.0,0
3948-FVVRP,9,54.8,0.15,0
5327-XOKKY,72,73.45,0.01,1
0983-TATYJ,33,51.45,0.01,2
1813-JYWTO,72,80.45,0.03,1
0156-FVPTA,22,54.2,0.65,3
1984-FCOWB,70,109.5,0.42,1
0654-HMSHN,21,104.4,0.88,3
6719-OXYBR,15,85.3,0.28,3
3312-ZWLGF,29,79.3,0.15,3
6476-YHMGA,15,76.5,0.12,3
5287-QWLKY,71,105.1,0.63,1
0795-XCCTE,72,25.4,0.0,2
0168-XZKBB,19,86.85,0.67,3
3785-NRHYR,1,19.65,0.49016666666666664,0
5196-SGOAK,1,75.7,0.98,3
4537-DKTAL,2,45.55,0.44,0
7072-MBHEV,11,78.1,0.1,3
5602-BVFMK,12,19.3,0.02,0
6297-NOOPG,70,110.5,0.03,1
1891-UAWWU,20,90.8,0.78,3
8204-TIFGJ,23,20.3,0.02,0
8050-DVOJX,49,81.35,0.0,1
6108-OQZDQ,4,97.95,0.92,3
0363-QJVFX,32,108.15,0.68,3
8903-XEBGX,2,55.3,0.14,0
8169-SAEJD,69,56.55,0.05,2
9840-DVNDC,6,80.5,0.93,3
1089-XZWHH,24,19.7,0.0,0
2325-WINES,32,104.05,0.23,3
6064-ZATLR,27,52.85,0.0,3
3096-JRDSO,27,104.3,0.85,3
7824-PANSQ,58,80.65,0.24,1
8042-JVNFH,1,71.35,0.9,3
9648-BCHKM,18,24.65,0.0,0
2888-ADFAO,47,21.3,0.0,2
8707-HOEDG,70,110.2,0.03,1
3374-LXDEV,13,89.4,0.77,3
4072-IPYLT,36,51.05,0.0,2
7167-PCEYD,67,19.8,0.0,2
4936-YPJNK,10,19.9,0.01,0
1580-BMCMR,19,87.3,0.21,3
4817-KEQSP,71,19.85,0.0,2
6408-WHTEF,72,89.4,0.0,1
9251-AWQGT,48,20.0,0.0,2
8749-CLJXC,1,20.05,0.03,0
7989-VCQOH,18,83.25,0.18,3
5049-GLYVG,1,20.6,0.5016666666666666,0
4199-QHJNM,67,102.9,0.08,1
8882-TLVRW,69,39.1,0.0,2
5883-GTGVD,19,99.95,0.92,3
5135-GRQJV,72,114.5,0.0,1
2384-OVPSA,38,20.2,0.0,2
1371-WEPDS,40,55.8,0.13,2
3580-GICBM,61,24.2,0.0,2
4817-QRJSX,10,81.0,0.73,3
9730-DRTMJ,32,72.8,0.04,3
4686-UXDML,21,99.85,0.15,3
3349-ANQNH,59,99.5,0.07,1
2398-YPMUR,13,70.15,0.77,3
0932-YIXYU,47,20.25,0.0,2
7480-SPLEF,69,26.0,0.01,2
7636-XUHWW,2,19.9,0.08,0
1431-CYWMH,22,19.05,0.04,0
5937-EORGB,15,96.5,0.65,3
6349-JDHQP,53,19.85,0.01,2
5539-HIVAK,28,25.7,0.07,0
5847-MXBEO,22,20.3,0.0,0
9985-MWVIX,1,70.15,0.995,3
4583-PARNH,16,91.55,0.14,3
1116-FRYVH,48,39.4,0.01,2
1421-HCERK,30,105.7,0.36,3
9633-XQABV,3,70.25,0.13,3
0716-BQNDX,57,93.75,0.06,1
1265-XTECC,68,96.55,0.66,1
1183-CANVH,23,60.0,0.01,3
1972-XMUWV,65,59.8,0.03,2
8679-LZBMD,44,90.65,0.16,1
3407-JMJQQ,71,109.0,0.03,1
6252-DFGTK,37,68.1,0.04,3
1539-LNKHM,12,20.4,0.01,0
8645-KOMJQ,69,81.95,0.0,1
0289-IVARM,35,60.55,0.04,3
9761-XUJWD,5,65.6,0.1,3
4057-FKCZK,58,82.5,0.07,1
4291-TPNFG,72,82.3,0.0,1
6087-YPWHO,72,68.15,0.01,1
3090-QFUVD,1,20.3,0.02,0
2237-ZFSMY,39,95.55,0.13,1
1722-LDZJS,53,20.2,0.0,2
1818-ESQMW,27,89.2,0.19,3
4871-JTKJF,1,69.65,1.0,3
1415-YFWLT,1,89.3,0.81,3
7401-RUBNK,18,74.8,0.52,3
0506-YLVKJ,46,20.2,0.0,2
8661-BOYNW,72,84.4,0.01,1
6711-VTNRE,36,87.55,0.77,3
4815-GBTCD,4,25.15,0.23,0
2805-AUFQN,25,19.8,0.0,0
0980-PVMRC,40,50.85,0.1,2
7233-DRTRF,63,102.4,0.34,1
3500-RMZLT,15,96.3,0.57,3
3873-NFTGI,14,55.5,0.05,0
1162-ECVII,72,109.75,0.19,1
7048-GXDAY,39,106.4,0.13,1
8571-ZCMCX,47,60.0,0.01,2
1169-WCVAK,19,88.8,0.05,3
4548-SDBKE,5,85.2,0.99,3
8066-POXGX,13,35.1,0.5,0
7129-CAKJW,17,80.05,0.12,3
8695-ARGXZ,34,75.55,0.34,3
3570-YUEKJ,42,49.55,0.03,2
4143-OOBWZ,5,81.3,0.97,3
1555-HAPSU,71,23.9,0.0,2
1697-NVVGY,19,66.4,0.12,3
7854-EKTJL,2,19.6,0.64,0
8464-EETCQ,57,18.8,0.03,2
2419-FSORS,72,108.4,0.06,1
8132-YPVBX,6,85.95,0.17,3
9102-IAYHT,17,85.45,0.85,3
6754-LZUKA,61,80.9,0.0,1
3422-LYEPQ,1,71.0,0.93,3
8099-MZPUJ,48,111.8,0.03,1
0787-LHDYT,16,20.6,0.05,0
2642-DTVCO,9,85.05,0.99,3
0374-IOEGQ,3,44.6,0.15,0
4361-JEIVL,1,44.4,0.66,0
3197-NNYNB,65,105.1,0.14,1
3396-DKDEL,70,115.15,0.02,1
1752-OZXFY,60,59.8,0.02,2
9066-QRSDU,69,26.3,0.04,2
9112-WSNPU,35,70.55,0.41,3
9867-NNXLC,22,20.05,0.01,0
5321-NTRKC,66,79.85,0.01,1
1363-TXLSL,1,70.3,0.63,3
9507-EXLTT,1,79.35,0.93,3
3161-GETRM,34,90.05,0.14,3
0402-OAMEN,72,24.45,0.0,2
6933-VLYFX,31,59.95,0.08,3
6754-WKSHP,30,25.35,0.06,0
9846-GKXAS,9,90.8,0.91,3
6017-PPLPX,20,70.45,0.94,3
4976-LNFVV,19,34.3,0.31,0
5055-MGMGF,65,105.05,0.11,1
4641-FROLU,30,19.3,0.0,0
2862-JVEOY,6,19.15,0.02,0
2969-QWUBZ,2,51.4,0.19,0
9822-BIIGN,53,71.85,0.07,1
2077-MPJQO,7,75.4,0.14,3
1534-OULXE,61,49.7,0.02,2
7136-RVDTZ,70,45.25,0.17,2
2971-SGAFL,13,78.75,0.18,3
1480-IVEVR,35,81.6,0.13,3
2905-KFQUV,2,70.4,0.66,3
4581-SSPWD,3,75.8,0.82,3
3370-HXOPH,3,76.1,0.22,3
9391-YZEJW,62,94.0,0.08,1
9958-MEKUC,72,103.95,0.01,1
0281-CNTZX,63,19.95,0.0,2
6927-WTFIV,20,71.3,0.14,3
4118-CEVPF,35,110.8,0.1,1
3398-ZOUAA,21,69.1,0.72,3
9114-VEPUF,62,96.1,0.1,1
7876-BEUTG,15,48.8,0.08,0
2338-BQEZT,55,50.55,0.12,2
9873-MNDKV,11,44.65,0.1,0
0378-NHQXU,17,88.25,0.57,3
8241-JUIQO,61,19.45,0.01,2
2194-IIQOF,71,89.3,0.0,1
4512-ZUIYL,2,70.0,0.97,3
9631-RXVJM,35,19.25,0.03,2
9584-EXCDZ,17,70.5,0.13,3
7969-AULMZ,21,97.35,0.84,3
5093-FEGLU,47,19.65,0.0,2
2621-UDNLU,3,20.85,0.015,0
7526-IVLYU,3,19.65,0.09,0
2428-HYUNX,44,19.35,0.0,2
9214-EKVXR,1,44.0,0.21,0
3410-MHHUM,44,94.4,0.06,1
0568-ONFPC,5,25.9,0.66,0
0733-VUNUW,24,55.65,0.19,3
4550-EVXNY,1,69.65,0.95,3
2122-YWVYA,18,75.4,0.1,3
2968-SSGAA,10,100.6,1.0,3
2296-DKZFP,65,71.0,0.0,1
4844-JJWUY,1,86.0,0.88,3
6777-TGHTM,53,106.95,0.77,1
8909-BOLNL,3,21.2,0.01,0
6603-YRDCJ,33,61.05,0.01,3
3538-WZPHD,3,29.6,0.89,0
3229-USWAR,34,79.95,0.11,3
2138-VFAPZ,14,19.7,0.0,0
6131-JLWZM,13,20.3,0.01,0
4785-QRJHC,46,59.9,0.27,2
0269-XFESX,23,24.35,0.0,0
1709-EJDOX,47,19.75,0.0,2
4316-XCSLJ,17,50.3,0.08,0
8610-WFCJF,49,95.6,0.73,1
9693-XMUOB,59,50.25,0.58,2
0383-CLDDA,69,85.35,0.0,1
4905-JEFDW,11,41.6,0.73,0
2709-UQGNP,10,51.65,0.22,0
3549-ZTMNH,12,24.0,0.0,0
7881-INRLC,45,100.85,0.85,1
8033-ATFAS,39,59.85,0.06,2
1635-NZATJ,71,25.45,0.0,2
0562-HKHML,71,23.9,0.0,2
8277-RVRSV,33,24.15,0.0,0
9943-VSZUV,67,75.7,0.2,1
0117-LFRMW,37,40.2,0.13,2
6172-FECYY,49,84.5,0.77,1
7054-ENNGU,9,50.85,0.02,0
1455-HFBXA,52,91.6,0.04,1
9402-CXWPL,70,98.9,0.09,1
1628-BIZYP,1,85.0,0.26,3
1965-AKTSX,14,78.95,0.97,3
0082-LDZUE,1,44.3,0.19,0
4786-UKSNZ,1,20.2,0.31783333333333313,0
5343-SGUBI,52,80.2,0.09,1
0856-NAOES,6,60.9,0.23,3
1976-AZZPJ,7,34.2,0.09,0
7248-VZQLC,47,85.2,0.9,1
6156-UZDLF,26,87.15,0.05,3
3099-OONVS,25,54.3,0.17,3
9500-WBGRP,69,19.1,0.05,2
5183-KLYEM,72,112.75,0.01,1
5144-PQCDZ,4,19.95,0.13,0
8514-VZHEB,59,19.5,0.0,2
6625-IUTTT,67,65.55,0.0,1
9355-NPPFS,26,78.8,0.05,3
0068-FIGTF,27,78.2,0.07,3
